Evento_ID,Acción,Responsable,Estado,Acción_requerida,Tiempo_estimado
418,Enviar invitaciones,Eric Owens,En proceso,Comprar materiales,20
419,Decorar,Rachel Jones,Finalizado,Comprar materiales,46
420,Decorar,Benjamin Adams,En proceso,Enviar invitaciones,73
421,Ejecutar evento,Brad Hernandez,Finalizado,Enviar invitaciones,75
422,Comprar materiales,Alexis Hernandez,En proceso,Comprar materiales,37
423,Comprar materiales,Deanna Aguilar,En proceso,Reservar local,74
424,Reservar local,Joanne Haas,Pendiente,Decorar,47
425,Decorar,Eric Williams,Finalizado,Comprar materiales,33
426,Decorar,William Thompson,En proceso,Decorar,87
427,Ejecutar evento,Meghan Ramirez,Finalizado,Reservar local,82
428,Reservar local,Nicholas Smith,Pendiente,Ejecutar evento,49
429,Enviar invitaciones,Melissa Johnson,En proceso,Enviar invitaciones,73
430,Reservar local,Edward Williams,Finalizado,Reservar local,53
431,Reservar local,Donna Norris,En proceso,Ejecutar evento,36
432,Enviar invitaciones,Paul Carroll,En proceso,Enviar invitaciones,69
433,Decorar,John Sexton,Finalizado,Comprar materiales,43
434,Comprar materiales,Matthew Wallace,Finalizado,Ejecutar evento,58
435,Comprar materiales,Robert King,Finalizado,Comprar materiales,89
436,Comprar materiales,Deanna Taylor,Finalizado,Enviar invitaciones,69
437,Comprar materiales,Kayla Stewart PhD,Finalizado,Reservar local,30
438,Decorar,Edward Fuller,En proceso,Reservar local,77
439,Enviar invitaciones,Jack Moore,Pendiente,Enviar invitaciones,26
440,Enviar invitaciones,Kara Wiggins,En proceso,Reservar local,43
441,Decorar,Samantha Burch,En proceso,Reservar local,52
442,Comprar materiales,Gabriel Cole,En proceso,Comprar materiales,17
443,Enviar invitaciones,Andrew Jenkins,Finalizado,Ejecutar evento,34
444,Comprar materiales,Scott Griffin,Finalizado,Ejecutar evento,31
445,Decorar,Susan Chase,En proceso,Decorar,84
446,Decorar,Victoria Bell,Finalizado,Ejecutar evento,20
447,Ejecutar evento,Virginia Miller,En proceso,Ejecutar evento,17
448,Reservar local,Kristy Smith,En proceso,Decorar,27
449,Reservar local,Darren Jarvis,Pendiente,Decorar,32
450,Decorar,Shane Elliott,Finalizado,Comprar materiales,27
451,Decorar,Mary Sanders,Pendiente,Reservar local,43
452,Reservar local,Clarence Fields,Pendiente,Decorar,16
453,Ejecutar evento,Brandon Roberts,En proceso,Enviar invitaciones,23
454,Reservar local,John Reilly,Pendiente,Ejecutar evento,38
455,Reservar local,Katie Benitez,Finalizado,Ejecutar evento,55
456,Ejecutar evento,Jodi Huang,En proceso,Reservar local,20
457,Comprar materiales,David Jackson,Pendiente,Comprar materiales,66
458,Reservar local,Miss Amber Davis,Finalizado,Reservar local,40
459,Decorar,Patrick Berger,Finalizado,Ejecutar evento,62
460,Comprar materiales,Sara Hubbard,Pendiente,Ejecutar evento,30
461,Ejecutar evento,Brian Byrd,En proceso,Ejecutar evento,84
462,Enviar invitaciones,Robert Lawson,En proceso,Ejecutar evento,36
463,Decorar,Mary Hubbard,En proceso,Decorar,82
464,Reservar local,Michael Whitaker,En proceso,Reservar local,62
465,Decorar,Jason Fuller,En proceso,Ejecutar evento,27
466,Ejecutar evento,Ms. Shelly Johnson DVM,Pendiente,Enviar invitaciones,77
467,Ejecutar evento,Daniel Parks,En proceso,Reservar local,79
468,Enviar invitaciones,Sandra Blake,En proceso,Reservar local,33
469,Decorar,Patrick Torres,En proceso,Enviar invitaciones,22
470,Comprar materiales,Troy Porter,Pendiente,Ejecutar evento,84
471,Enviar invitaciones,David Garcia,Finalizado,Ejecutar evento,45
472,Enviar invitaciones,Jasmine Wright,Finalizado,Decorar,25
473,Enviar invitaciones,Mrs. Susan Smith,En proceso,Comprar materiales,51
474,Decorar,Mike Lopez,Finalizado,Comprar materiales,31
475,Decorar,Glenn Lopez,Finalizado,Decorar,48
476,Enviar invitaciones,Brenda Long,Pendiente,Reservar local,29
477,Decorar,Tracey Travis,En proceso,Comprar materiales,64
478,Decorar,Michael Ward,Pendiente,Ejecutar evento,40
479,Decorar,Michael Bell,Finalizado,Enviar invitaciones,27
480,Reservar local,John Bell,En proceso,Decorar,40
481,Reservar local,Rachel Webb,Pendiente,Enviar invitaciones,24
482,Comprar materiales,Jose Rodriguez,Finalizado,Enviar invitaciones,55
483,Decorar,Erin Moreno,En proceso,Reservar local,67
484,Enviar invitaciones,Tina Green,En proceso,Comprar materiales,43
485,Reservar local,Daniel Williams,Pendiente,Ejecutar evento,53
486,Comprar materiales,Peter Rivera,Pendiente,Reservar local,17
487,Comprar materiales,Kathryn Johnson,Finalizado,Comprar materiales,41
488,Decorar,Kimberly Tate,En proceso,Decorar,80
489,Enviar invitaciones,Mrs. Samantha Walker,En proceso,Comprar materiales,83
490,Reservar local,Lisa Cohen,En proceso,Comprar materiales,17
491,Comprar materiales,Gregory Garcia,Finalizado,Ejecutar evento,57
492,Ejecutar evento,Patricia Thompson,Pendiente,Decorar,85
493,Ejecutar evento,Theresa Wilcox,En proceso,Ejecutar evento,31
494,Decorar,Emily Fernandez,Finalizado,Enviar invitaciones,37
495,Decorar,Hannah Bailey,Pendiente,Comprar materiales,34
496,Decorar,Mary Castillo,Finalizado,Ejecutar evento,87
497,Comprar materiales,David Ayala,Finalizado,Enviar invitaciones,79
498,Comprar materiales,Tara Branch,Finalizado,Decorar,44
499,Decorar,Matthew Wise,Finalizado,Enviar invitaciones,72
500,Reservar local,Julie Coffey,En proceso,Reservar local,59
501,Decorar,Andrew Brooks,Finalizado,Comprar materiales,17
502,Enviar invitaciones,Chelsea Howe,Finalizado,Enviar invitaciones,22
503,Reservar local,Shannon Stephens,Finalizado,Decorar,58
504,Ejecutar evento,Jason Adkins,Pendiente,Decorar,88
505,Enviar invitaciones,Nicholas Kline,Finalizado,Reservar local,22
506,Reservar local,Christopher Chavez,En proceso,Enviar invitaciones,32
507,Decorar,Melissa Martinez,En proceso,Decorar,77
508,Enviar invitaciones,Timothy Hickman,Finalizado,Reservar local,80
509,Decorar,Courtney Zavala,Finalizado,Reservar local,73
510,Enviar invitaciones,Timothy Ramos,Finalizado,Decorar,62
511,Comprar materiales,Justin Wagner,En proceso,Ejecutar evento,15
512,Reservar local,Nicholas Parker,Pendiente,Reservar local,50
513,Ejecutar evento,Jennifer Carroll,En proceso,Decorar,68
514,Ejecutar evento,Catherine Martin,Pendiente,Reservar local,39
515,Reservar local,Jason Jackson,Pendiente,Reservar local,75
516,Decorar,Anthony Simmons,Pendiente,Decorar,66
517,Ejecutar evento,Timothy Rodriguez,Finalizado,Comprar materiales,88
518,Enviar invitaciones,Lisa Foster,En proceso,Comprar materiales,83
519,Enviar invitaciones,Ashley Rodriguez,Finalizado,Decorar,83
520,Comprar materiales,Nicholas Blackburn,Finalizado,Decorar,34
521,Ejecutar evento,Cindy Golden,Pendiente,Ejecutar evento,15
522,Comprar materiales,Robert Pittman,En proceso,Enviar invitaciones,75
523,Ejecutar evento,Kristen Nichols,En proceso,Enviar invitaciones,48
524,Enviar invitaciones,Ashley Rodriguez,En proceso,Comprar materiales,56
525,Decorar,Sean Kane,En proceso,Reservar local,57
526,Enviar invitaciones,Christopher Williams,Pendiente,Decorar,53
527,Decorar,Tyrone Parsons,Pendiente,Decorar,15
528,Reservar local,Priscilla Hughes,Finalizado,Decorar,70
529,Enviar invitaciones,Christopher Thompson,En proceso,Reservar local,24
530,Reservar local,Ronald Melendez,Finalizado,Reservar local,62
531,Enviar invitaciones,Daniel Garcia,Finalizado,Comprar materiales,50
532,Ejecutar evento,Dorothy Ibarra DDS,En proceso,Decorar,87
533,Decorar,Kelly Gilbert,En proceso,Comprar materiales,20
534,Reservar local,Frank Miller,Finalizado,Comprar materiales,40
535,Ejecutar evento,Billy Jackson,Pendiente,Decorar,62
536,Enviar invitaciones,Thomas Buckley,Finalizado,Comprar materiales,68
537,Enviar invitaciones,Samantha Taylor,Finalizado,Decorar,22
538,Reservar local,Anthony Walker,Finalizado,Enviar invitaciones,33
539,Enviar invitaciones,Lisa Rogers,En proceso,Reservar local,17
540,Decorar,Tami Johnson,Pendiente,Reservar local,51
541,Decorar,Diane King,Pendiente,Comprar materiales,88
542,Comprar materiales,Mitchell White,Finalizado,Decorar,78
543,Enviar invitaciones,Christina Miller,En proceso,Enviar invitaciones,77
544,Enviar invitaciones,Cheryl Oliver,Pendiente,Ejecutar evento,36
545,Reservar local,Nicholas Mason,Pendiente,Reservar local,15
546,Enviar invitaciones,Joseph Perez,En proceso,Enviar invitaciones,42
547,Ejecutar evento,Thomas Gallegos,En proceso,Reservar local,20
548,Decorar,Edward Goodwin,En proceso,Decorar,25
549,Ejecutar evento,Ryan Davis,En proceso,Reservar local,23
550,Decorar,Connie Campos,Finalizado,Enviar invitaciones,24
551,Comprar materiales,Andrew Thomas,En proceso,Ejecutar evento,67
552,Reservar local,James Washington,En proceso,Decorar,32
553,Decorar,Chelsea Chapman,Finalizado,Ejecutar evento,82
554,Reservar local,Natalie Murphy,En proceso,Ejecutar evento,39
555,Decorar,Marcus Brown,Finalizado,Enviar invitaciones,74
556,Reservar local,William Jones,Pendiente,Ejecutar evento,51
557,Enviar invitaciones,Erica Stone,En proceso,Reservar local,16
558,Comprar materiales,Sandra Johnson,Finalizado,Enviar invitaciones,18
559,Enviar invitaciones,Lori Smith,Pendiente,Enviar invitaciones,38
560,Comprar materiales,Jesus Fisher,Pendiente,Enviar invitaciones,67
561,Comprar materiales,Mark Nolan,Finalizado,Enviar invitaciones,47
562,Decorar,Gina Carter,Pendiente,Comprar materiales,62
563,Comprar materiales,John Brown,Finalizado,Reservar local,16
564,Reservar local,Katelyn Davis,Pendiente,Enviar invitaciones,67
565,Decorar,Stephen Miller,Finalizado,Enviar invitaciones,16
566,Enviar invitaciones,Debbie Sanchez,Finalizado,Decorar,41
567,Reservar local,Colleen Murphy,Pendiente,Ejecutar evento,45
568,Decorar,Michael Williams,En proceso,Decorar,51
569,Reservar local,Samantha Smith,En proceso,Ejecutar evento,61
570,Enviar invitaciones,Lisa Stanton,Finalizado,Comprar materiales,87
571,Reservar local,Darlene Williams,Finalizado,Decorar,73
572,Reservar local,Heidi Clark,Finalizado,Comprar materiales,19
573,Comprar materiales,Bryan Love,En proceso,Reservar local,43
574,Reservar local,Tara Rodriguez,Finalizado,Decorar,77
575,Ejecutar evento,Carol Robinson,En proceso,Comprar materiales,67
576,Reservar local,Kimberly Cantu,En proceso,Enviar invitaciones,30
577,Ejecutar evento,Justin Herring,En proceso,Decorar,53
578,Decorar,Heidi Maldonado,Finalizado,Decorar,43
579,Comprar materiales,Martha Alvarez,Finalizado,Comprar materiales,49
580,Decorar,Linda Cameron,Finalizado,Reservar local,71
581,Ejecutar evento,Kimberly Hernandez,En proceso,Comprar materiales,34
582,Enviar invitaciones,Kimberly Sherman,En proceso,Ejecutar evento,45
583,Comprar materiales,Ashley Hicks,Pendiente,Enviar invitaciones,26
584,Reservar local,Scott Mann,Pendiente,Ejecutar evento,88
585,Decorar,Barbara Bush,Pendiente,Decorar,35
586,Decorar,Kevin Vasquez,Pendiente,Ejecutar evento,85
587,Enviar invitaciones,Luis Andrews,En proceso,Decorar,77
588,Ejecutar evento,Rick Johnson,Finalizado,Reservar local,26
589,Comprar materiales,Carrie Sparks,Pendiente,Reservar local,85
590,Ejecutar evento,Thomas Buckley,Pendiente,Comprar materiales,15
591,Ejecutar evento,Patrick Davis,En proceso,Decorar,65
592,Reservar local,Mrs. Stacey Silva DDS,En proceso,Decorar,79
593,Decorar,David Walls,En proceso,Reservar local,41
594,Decorar,Vincent Hodges,Pendiente,Comprar materiales,23
595,Enviar invitaciones,Johnny Johnson,En proceso,Decorar,56
596,Enviar invitaciones,Summer Long,Finalizado,Ejecutar evento,88
597,Decorar,Larry Gutierrez,En proceso,Enviar invitaciones,34
598,Decorar,Jacob Woods,En proceso,Ejecutar evento,62
599,Enviar invitaciones,Mark Williams,Pendiente,Enviar invitaciones,86
600,Comprar materiales,Robert Washington,En proceso,Comprar materiales,65
601,Decorar,Vanessa Munoz,En proceso,Ejecutar evento,88
602,Ejecutar evento,Albert Gonzalez,Pendiente,Decorar,55
603,Decorar,Carlos Nichols,En proceso,Enviar invitaciones,66
604,Comprar materiales,Mandy Wade,Pendiente,Enviar invitaciones,62
605,Decorar,Andrew Pham,Pendiente,Reservar local,73
606,Decorar,Joseph Barr,En proceso,Reservar local,18
607,Comprar materiales,Julie Chandler,En proceso,Reservar local,24
608,Enviar invitaciones,George Sherman,Pendiente,Ejecutar evento,17
609,Reservar local,Michelle Mcmillan,En proceso,Enviar invitaciones,30
610,Enviar invitaciones,Alicia Meadows,Finalizado,Decorar,41
611,Comprar materiales,Joshua Pope,Finalizado,Comprar materiales,75
612,Ejecutar evento,Michael Mcdaniel,Finalizado,Enviar invitaciones,22
613,Ejecutar evento,Mark Mitchell,Pendiente,Ejecutar evento,42
614,Comprar materiales,Christopher Myers,Pendiente,Ejecutar evento,67
615,Comprar materiales,David Nunez,Finalizado,Ejecutar evento,73
616,Decorar,Seth Luna,Pendiente,Comprar materiales,82
617,Decorar,Anna Morris,En proceso,Enviar invitaciones,42
618,Comprar materiales,Joseph Woods,Finalizado,Ejecutar evento,22
619,Reservar local,Stephanie Bennett,En proceso,Reservar local,59
620,Enviar invitaciones,Sharon Bailey,Finalizado,Decorar,72
621,Ejecutar evento,Steve Serrano,En proceso,Ejecutar evento,40
622,Comprar materiales,Marissa Crawford,Pendiente,Reservar local,46
623,Comprar materiales,Jose Martinez,Finalizado,Enviar invitaciones,35
624,Ejecutar evento,Michael Frost,Pendiente,Reservar local,51
625,Comprar materiales,Susan Rodriguez,Pendiente,Ejecutar evento,85
626,Comprar materiales,Cynthia Page,En proceso,Comprar materiales,24
627,Enviar invitaciones,Sonya Marks,Finalizado,Enviar invitaciones,82
628,Comprar materiales,John Davis,Pendiente,Reservar local,69
629,Ejecutar evento,Matthew Jones,En proceso,Reservar local,61
630,Ejecutar evento,Michelle Flores,En proceso,Enviar invitaciones,29
631,Reservar local,Gail Nichols,En proceso,Enviar invitaciones,33
632,Decorar,Nicholas Hopkins,Pendiente,Enviar invitaciones,78
633,Enviar invitaciones,Elizabeth Murray,Pendiente,Ejecutar evento,19
634,Comprar materiales,Derek Bell,Finalizado,Decorar,15
635,Comprar materiales,Melissa Sanchez,En proceso,Comprar materiales,76
636,Comprar materiales,Edward Thompson,Finalizado,Comprar materiales,46
637,Ejecutar evento,Jeremy Simmons,Finalizado,Comprar materiales,79
638,Enviar invitaciones,Kevin Kaufman,En proceso,Enviar invitaciones,43
639,Ejecutar evento,Marcus Hensley,Pendiente,Decorar,30
640,Decorar,Michael Williams,En proceso,Comprar materiales,21
641,Enviar invitaciones,Jennifer Brown MD,En proceso,Comprar materiales,74
642,Enviar invitaciones,Alexander Cox,Pendiente,Ejecutar evento,88
643,Ejecutar evento,Audrey Abbott,Pendiente,Comprar materiales,39
644,Reservar local,Lisa Williams,Finalizado,Decorar,15
645,Comprar materiales,Patrick Gardner,Pendiente,Ejecutar evento,64
646,Decorar,Kristina Smith,Finalizado,Decorar,41
647,Reservar local,Ronald Lowe,En proceso,Decorar,38
648,Enviar invitaciones,Vicki Long,En proceso,Reservar local,29
649,Enviar invitaciones,Katherine Waters,En proceso,Ejecutar evento,21
650,Decorar,Amber Gomez,En proceso,Decorar,49
651,Enviar invitaciones,Kara Wells,En proceso,Comprar materiales,81
652,Comprar materiales,Valerie Martinez,Pendiente,Reservar local,26
653,Reservar local,Jason Riley,En proceso,Ejecutar evento,40
654,Comprar materiales,Kenneth Pearson,Pendiente,Decorar,66
655,Enviar invitaciones,Jeffrey Weber,En proceso,Enviar invitaciones,38
656,Enviar invitaciones,Mary Hunter,En proceso,Ejecutar evento,46
657,Comprar materiales,Richard Chapman,En proceso,Enviar invitaciones,40
658,Decorar,James Chen,En proceso,Ejecutar evento,58
659,Enviar invitaciones,Matthew Roberts,Pendiente,Enviar invitaciones,81
660,Enviar invitaciones,Marie Herrera,En proceso,Enviar invitaciones,17
661,Ejecutar evento,Adrian Adams,Pendiente,Enviar invitaciones,43
662,Comprar materiales,Sara Evans,Pendiente,Ejecutar evento,59
663,Ejecutar evento,Amy Palmer,Finalizado,Ejecutar evento,22
664,Enviar invitaciones,Vanessa Lewis,Finalizado,Ejecutar evento,19
665,Enviar invitaciones,Patrick Young,Finalizado,Enviar invitaciones,48
666,Ejecutar evento,Robert Rodriguez,Pendiente,Decorar,49
667,Decorar,Valerie Oliver,En proceso,Comprar materiales,18
668,Reservar local,Holly Miller,En proceso,Ejecutar evento,88
669,Comprar materiales,Chris Logan,En proceso,Comprar materiales,63
670,Ejecutar evento,Nathan Hunt,En proceso,Ejecutar evento,43
671,Decorar,Dr. Alec Juarez,Finalizado,Ejecutar evento,41
672,Enviar invitaciones,Alexandra Garcia,Finalizado,Comprar materiales,62
673,Ejecutar evento,Nicholas Lawson,En proceso,Comprar materiales,88
674,Ejecutar evento,Benjamin Dennis,Pendiente,Comprar materiales,64
675,Reservar local,Jasmine Myers,Pendiente,Enviar invitaciones,56
676,Reservar local,Mrs. Crystal Peterson MD,Finalizado,Decorar,75
677,Reservar local,Lisa Thomas,Finalizado,Reservar local,51
678,Decorar,Christopher Obrien,Finalizado,Enviar invitaciones,27
679,Comprar materiales,Aimee Nelson,Finalizado,Ejecutar evento,63
680,Decorar,Matthew Davis,Finalizado,Ejecutar evento,65
681,Ejecutar evento,Nicholas Davis,En proceso,Enviar invitaciones,49
682,Ejecutar evento,Nancy Mckinney,Pendiente,Ejecutar evento,24
683,Ejecutar evento,Tiffany Johnson,Finalizado,Comprar materiales,34
684,Reservar local,Michelle Allen,En proceso,Decorar,84
685,Enviar invitaciones,Patty Hinton,Pendiente,Decorar,38
686,Ejecutar evento,Katherine Hughes,En proceso,Decorar,47
687,Reservar local,Briana Park,Finalizado,Reservar local,64
688,Comprar materiales,Michelle Martinez,En proceso,Reservar local,31
689,Ejecutar evento,Stacy Mercer,Finalizado,Enviar invitaciones,59
690,Comprar materiales,Jeff Walker,Pendiente,Comprar materiales,73
691,Reservar local,Jordan Cordova,En proceso,Comprar materiales,83
692,Ejecutar evento,Lacey Waller,Pendiente,Comprar materiales,59
693,Enviar invitaciones,John Rodriguez,En proceso,Enviar invitaciones,31
694,Ejecutar evento,Michael Martin,En proceso,Decorar,86
695,Reservar local,Crystal Weiss,Pendiente,Reservar local,54
696,Enviar invitaciones,Julie Williams,Pendiente,Reservar local,23
697,Ejecutar evento,Gregory Floyd,Finalizado,Ejecutar evento,49
698,Decorar,Nicole Arnold,Finalizado,Ejecutar evento,55
699,Ejecutar evento,Robert Newman,En proceso,Enviar invitaciones,50
700,Comprar materiales,Denise White,En proceso,Ejecutar evento,29
701,Reservar local,Christopher Anderson,Pendiente,Decorar,40
702,Decorar,Elizabeth Holder,Finalizado,Comprar materiales,82
703,Decorar,Chris Winters,Pendiente,Enviar invitaciones,64
704,Ejecutar evento,Stephanie Jones,Pendiente,Decorar,44
705,Reservar local,Earl Ingram,Finalizado,Reservar local,46
706,Ejecutar evento,Maria Wood,En proceso,Reservar local,64
707,Decorar,Stephanie Miller,Finalizado,Ejecutar evento,37
708,Comprar materiales,Dustin Spencer,En proceso,Comprar materiales,71
709,Enviar invitaciones,Cheyenne Malone,En proceso,Comprar materiales,76
710,Decorar,Sarah Thompson,Finalizado,Reservar local,81
711,Decorar,Brenda Anderson,En proceso,Ejecutar evento,60
712,Enviar invitaciones,Gina Martinez,En proceso,Comprar materiales,64
